case_id,message_id,user_id,direction,text,pais_usuario,channel,ts,category,subcategory,sentiment,urgency,confidence,is_fraud,suggested_response,reasoning
CASE-039,MSG-137,USR-111,INBOUND,Les mando el código de rastreo bancario para que lo busquen.,Chile,No especificado,2026-05-06T04:28:31.788884+00:00,TRANSFERENCIAS_ENVIOS,DEVOLUCION_FONDOS,NEGATIVO,ALTA,0.95,False,,"El usuario reporta una transferencia rechazada con fondos no devueltos tras 5 días, con conflicto entre el banco emisor y Global66 respecto a dónde están los fondos; esto indica un problema operativo de devolución de fondos que requiere investigación urgente."
CASE-040,MSG-138,USR-229,INBOUND,Quiero denunciar a un ejecutivo que me atendió súper mal ayer.,Perú,No especificado,2026-05-06T04:28:37.313847+00:00,RECLAMO_QUEJA,MALA_ATENCION,NEGATIVO,MEDIA,0.85,False,,"El usuario presenta una queja formal sobre la calidad de atención recibida de un ejecutivo, sin indicios de fraude o seguridad comprometida."
CASE-040,MSG-139,AGENT-04,OUTBOUND,Lo sentimos mucho. ¿Recuerdas el nombre o tienes el ID del chat?,Perú,No especificado,2026-05-06T04:28:38.959633+00:00,,,,,,,,
CASE-040,MSG-140,USR-229,INBOUND,Fue un tal 'Ricardo'. Me cortó la llamada mientras yo explicaba.,Perú,No especificado,2026-05-06T04:28:38.962550+00:00,RECLAMO_QUEJA,MALA_ATENCION,NEGATIVO,MEDIA,0.95,False,,"El usuario presenta una queja formal sobre la calidad de atención recibida por un agente que cortó la llamada de manera abrupta, clasificándose como un incidente de MALA_ATENCION dentro de RECLAMO_QUEJA."
CASE-041,MSG-141,USR-558,INBOUND,O cartão não passou no pedágio aqui no Brasil. Tinha saldo em Real.,Brasil,No especificado,2026-05-06T04:28:44.247184+00:00,TARJETA,RECHAZO_TARJETA,NEUTRAL,MEDIA,0.85,False,,"El usuario reporta un rechazo de la tarjeta en un peaje brasileño a pesar de tener saldo disponible en Real, lo que corresponde a un problema de funcionalidad de la tarjeta física."
CASE-041,MSG-142,AGENT-05,OUTBOUND,"Olá, alguns pedágios aceitam apenas cartões de débito locais.",Brasil,No especificado,2026-05-06T04:28:46.432065+00:00,,,,,,,,
CASE-041,MSG-143,USR-558,INBOUND,Mas o cartão de vocês não é débito internacional? Deveria passar.,Brasil,No especificado,2026-05-06T04:28:46.434420+00:00,TARJETA,RECHAZO_TARJETA,NEUTRAL,MEDIA,0.85,False,,"El usuario reporta un rechazo de su tarjeta de débito internacional en un pedágio en Brasil, lo que corresponde a TARJETA/RECHAZO_TARJETA. No hay evidencia de fraude."
CASE-041,MSG-144,USR-558,INBOUND,Fiquei parado 10 minutos atrapalhando o trânsito por culpa disso.,Brasil,No especificado,2026-05-06T04:28:51.786437+00:00,TARJETA,RECHAZO_TARJETA,NEGATIVO,MEDIA,0.92,False,,"El usuario reporta un rechazo de su tarjeta de Global66 en un peaje brasileño a pesar de tener saldo en Real, generando frustración por la inconveniencia causada en el tránsito."
CASE-042,MSG-145,USR-889,INBOUND,Me llegó una notificación de retiro en cajero que yo no hice.,México,No especificado,2026-05-06T04:28:53.905901+00:00,SEGURIDAD_FRAUDE,TRANSACCION_NO_RECONOCIDA,NEGATIVO,CRITICA,0.95,True,"🔒 **ALERTA DE SEGURIDAD - Tu cuenta ha sido protegida**  Hemos detectado un retiro no autorizado en tu cuenta. Para tu protección, hemos bloqueado tu cuenta de inmediato.  **Acciones que debes tomar AHORA:** 1. ✋ **NO compartas** tu contraseña ni códigos OTP (One-Time Password) con nadie 2. 🔐 **Cambia tu contraseña** desde una computadora segura en la app o web 3. 📲 **Revisa todos tus dispositivos** conectados a tu cuenta 4. 📞 **Espera contacto** de nuestro equipo de Seguridad en las próximas 2 horas  Mientras tanto, tu tarjeta está bloqueada para evitar más transacciones no autorizadas.  ¿Tienes acceso seguro a tu email? Te enviaremos instrucciones adicionales de inmediato.","Usuario reporta un retiro en cajero no autorizado, indicando acceso no autorizado a su cuenta o tarjeta, lo que constituye un incidente de seguridad activo que requiere intervención inmediata."
CASE-042,MSG-146,AGENT-01,OUTBOUND,Bloquea la tarjeta ahora. ¿Tienes la tarjeta física contigo?,México,No especificado,2026-05-06T04:29:01.729024+00:00,,,,,,,,
CASE-042,MSG-147,USR-889,INBOUND,"Sí, la tengo en mi billetera. Me la clonaron entonces.",México,No especificado,2026-05-06T04:29:01.733610+00:00,SEGURIDAD_FRAUDE,CLONACION_TARJETA,NEGATIVO,CRITICA,0.95,True,,"El usuario reporta una transacción no autorizada en cajero que no realizó, y confirma tener la tarjeta física en su poder, indicando inequívocamente clonación de tarjeta."
CASE-043,MSG-148,USR-330,INBOUND,¿Puedo recibir pagos de Amazon directamente en mi cuenta Global?,Chile,No especificado,2026-05-06T04:29:06.716517+00:00,PRODUCTO_INFO,INFO_SERVICIOS,NEUTRAL,BAJA,0.95,False,,"El usuario realiza una consulta informativa sobre la compatibilidad de su cuenta Global66 con pagos de Amazon, sin evidencia de problemas técnicos, fraude o urgencia."
CASE-043,MSG-149,AGENT-03,OUTBOUND,"Sí, usando los datos de tu billetera en USD. Son datos de cuenta USA.",Chile,No especificado,2026-05-06T04:29:08.745799+00:00,,,,,,,,
CASE-043,MSG-150,USR-330,INBOUND,Genial. ¿Y cobran comisión por recibir esos depósitos?,Chile,No especificado,2026-05-06T04:29:08.751136+00:00,PRODUCTO_INFO,INFO_SERVICIOS,POSITIVO,BAJA,0.92,False,,"El usuario realiza preguntas informativas sobre funcionalidades de recepción de pagos y estructura de comisiones en Global66, sin indicios de fraude o incidente de seguridad."
CASE-043,MSG-151,USR-330,INBOUND,Pregunto porque mi banco actual me quita 25 dólares por cada pago.,Chile,No especificado,2026-05-06T04:29:10.643697+00:00,PRODUCTO_INFO,INFO_SERVICIOS,NEUTRAL,BAJA,0.95,False,,"El usuario consulta sobre comisiones por recibir depósitos en su billetera Global66 en USD, comparando con su banco actual. Es una consulta informativa sobre políticas de comisiones del producto."
CASE-044,MSG-152,USR-116,INBOUND,Mi selfie de validación dice que mi RUT está vencido. Pero es nuevo.,Chile,No especificado,2026-05-06T04:29:13.017971+00:00,CUENTA_PERFIL,VERIFICACION_IDENTIDAD,NEUTRAL,MEDIA,0.85,False,,"El usuario reporta un problema en el proceso de validación de identidad (KYC) donde el sistema rechaza su RUT como vencido a pesar de ser nuevo, indicando un posible error en la verificación de documentos."
CASE-044,MSG-153,AGENT-01,OUTBOUND,Envíanos una foto del documento por ambos lados para revisarlo.,Chile,No especificado,2026-05-06T04:29:14.981644+00:00,,,,,,,,
CASE-044,MSG-154,USR-116,INBOUND,Aquí va. Se nota claramente que vence en el 2029. Revisen su bot.,Chile,No especificado,2026-05-06T04:29:14.986470+00:00,CUENTA_PERFIL,VERIFICACION_IDENTIDAD,NEGATIVO,MEDIA,0.95,False,,"El usuario reporta un problema con el sistema de validación de identidad (KYC) que rechaza erróneamente su RUT válido, atribuyendo el error al bot de verificación de Global66."
CASE-045,MSG-155,USR-770,INBOUND,Intenté enviar plata a Venezuela y me sale 'Servicio no disponible'.,Chile,No especificado,2026-05-06T04:29:20.865129+00:00,TRANSFERENCIAS_ENVIOS,RUTA_NO_DISPONIBLE,NEUTRAL,MEDIA,0.92,False,,"El usuario reporta que intenta realizar una transferencia a Venezuela pero recibe un mensaje de servicio no disponible, indicando que esa ruta de envío no está actualmente disponible en la plataforma."
CASE-045,MSG-156,AGENT-02,OUTBOUND,Estamos en mantenimiento técnico para esa ruta. Prueba en 4 horas.,Chile,No especificado,2026-05-06T04:29:22.943709+00:00,,,,,,,,
CASE-149,MSG-156,AGENT-01,OUTBOUND,Lamentamos la demora. Podemos hacer una videollamada para validarte.,México,No especificado,2026-05-06T04:29:22.946899+00:00,,,,,,,,
CASE-045,MSG-157,USR-770,INBOUND,Llevo intentando desde la mañana. Mi familia cuenta con ese dinero.,Chile,No especificado,2026-05-06T04:29:22.950264+00:00,TRANSFERENCIAS_ENVIOS,RUTA_NO_DISPONIBLE,NEGATIVO,ALTA,0.95,False,,El usuario reporta que no puede enviar dinero a Venezuela debido a un servicio no disponible en esa ruta; la urgencia es alta porque su familia depende del dinero y lleva intentando desde la mañana sin éxito.
CASE-045,MSG-158,USR-770,INBOUND,Sean serios y avisen por redes sociales cuando se caiga el sistema.,Chile,No especificado,2026-05-06T04:29:28.288041+00:00,TRANSFERENCIAS_ENVIOS,RUTA_NO_DISPONIBLE,NEGATIVO,ALTA,0.95,False,,"El usuario reporta la ruta Chile-Venezuela como no disponible debido a mantenimiento técnico, con urgencia alta por dependencia económica del destinatario y quejas sobre comunicación deficiente."
CASE-046,MSG-159,USR-202,INBOUND,Quiero cambiar mi número de teléfono. El viejo ya no existe.,Colombia,No especificado,2026-05-06T04:29:30.329482+00:00,CUENTA_PERFIL,CAMBIO_DATOS_PERFIL,NEUTRAL,MEDIA,0.95,False,,"El usuario solicita cambiar su número de teléfono registrado en la cuenta porque el anterior ya no existe, lo cual es una gestión estándar de actualización de datos personales."
CASE-046,MSG-160,AGENT-03,OUTBOUND,"Por seguridad, debemos hacer una validación por video llamada.",Colombia,No especificado,2026-05-06T04:29:35.483667+00:00,,,,,,,,
CASE-046,MSG-161,USR-202,INBOUND,"Ok, ¿a qué hora me pueden llamar? Estoy disponible ahora.",Colombia,No especificado,2026-05-06T04:29:35.489318+00:00,CUENTA_PERFIL,CAMBIO_DATOS_PERFIL,NEUTRAL,MEDIA,0.95,False,,"El usuario solicita cambio de número de teléfono, proceso estándar de actualización de datos de perfil que requiere validación por seguridad."
CASE-047,MSG-162,USR-309,INBOUND,El repartidor de la tarjeta me cobró por la entrega. Dijo que era propina obligatoria.,Perú,No especificado,2026-05-06T04:29:37.186056+00:00,TARJETA,ENTREGA_TARJETA,NEGATIVO,MEDIA,0.85,False,,"El usuario reporta un cobro no autorizado durante la entrega de la tarjeta física, lo que corresponde a un problema de ENTREGA_TARJETA con componente de cobro indebido."
CASE-047,MSG-163,AGENT-01,OUTBOUND,Eso no está permitido. El envío es totalmente gratuito.,Perú,No especificado,2026-05-06T04:29:42.666446+00:00,,,,,,,,
CASE-047,MSG-164,USR-309,INBOUND,Me sentí presionado y le di 10 soles. Quiero poner una queja formal.,Perú,No especificado,2026-05-06T04:29:42.670787+00:00,RECLAMO_QUEJA,MALA_ATENCION,NEGATIVO,ALTA,0.92,False,,"El usuario reporta una mala práctica del repartidor (cobro indebido de propina) y solicita formalmente un reclamo; no hay evidencia de fraude, pero representa un incidente de mala atención que requiere escalación y posible reembolso."
CASE-047,MSG-165,USR-309,INBOUND,Tengo el nombre del motorizado y su número de placa.,Perú,No especificado,2026-05-06T04:29:44.576126+00:00,RECLAMO_QUEJA,MALA_ATENCION,NEGATIVO,MEDIA,0.92,False,,"El usuario presenta una queja formal sobre un comportamiento inapropiado del repartidor que cobró una ""propina obligatoria"" por la entrega de la tarjeta, generando presión indebida al usuario para pagar 10 soles por un servicio gratuito."
CASE-048,MSG-166,USR-551,INBOUND,Why is the exchange rate higher than what I see on Google?,USA,No especificado,2026-05-06T04:29:49.797658+00:00,COBROS_COMISIONES,TIPO_CAMBIO,NEUTRAL,BAJA,0.85,False,,"El usuario cuestiona una diferencia en el tipo de cambio, lo cual es una consulta típica sobre comisiones o tasas de cambio, sin indicios de fraude."
CASE-048,MSG-167,AGENT-04,OUTBOUND,Google shows the mid-market rate. We use a real-time commercial rate.,USA,No especificado,2026-05-06T04:29:51.659836+00:00,,,,,,,,
CASE-048,MSG-168,USR-551,INBOUND,That's a bit confusing. Your ads say 'No hidden fees'.,USA,No especificado,2026-05-06T04:29:51.665752+00:00,COBROS_COMISIONES,TIPO_CAMBIO,NEGATIVO,MEDIA,0.85,False,,"Usuario cuestiona la diferencia entre el tipo de cambio de Global66 y Google, expresando confusión sobre la transparencia de costos a pesar del mensaje publicitario ""No hidden fees""."
CASE-049,MSG-169,USR-880,INBOUND,"Amo la tarjeta física, pero el chip se rayó muy rápido. No lee.",Chile,No especificado,2026-05-06T04:29:56.953348+00:00,TARJETA,TARJETA_DANADA,NEUTRAL,MEDIA,0.95,False,,"El usuario reporta daño físico en el chip de su tarjeta que impide su lectura, requiriendo reposición o envío de una tarjeta nueva."
CASE-049,MSG-170,AGENT-02,OUTBOUND,Puede pasar por el roce. ¿Deseas pedir una reposición?,Chile,No especificado,2026-05-06T04:29:58.904703+00:00,,,,,,,,
CASE-049,MSG-171,USR-880,INBOUND,"Sí, pero no quiero pagar de nuevo. Solo tiene 2 semanas de uso.",Chile,No especificado,2026-05-06T04:29:58.909078+00:00,TARJETA,TARJETA_DANADA,NEUTRAL,MEDIA,0.95,False,,
CASE-049,MSG-172,USR-880,INBOUND,Es un defecto de fábrica claramente. La cuido mucho en mi billetera.,Chile,No especificado,2026-05-06T04:30:03.814202+00:00,TARJETA,TARJETA_DANADA,NEGATIVO,MEDIA,0.92,False,,"El usuario reporta daño físico en el chip de la tarjeta tras solo 2 semanas de uso, alegando defecto de fábrica y solicitando reposición sin costo adicional."
CASE-050,MSG-173,USR-404,INBOUND,Me bloquearon la cuenta después de recibir una transferencia de un amigo.,México,No especificado,2026-05-06T04:30:05.874978+00:00,CUENTA_PERFIL,BLOQUEO_CUENTA,NEGATIVO,ALTA,0.85,False,,"El usuario reporta un bloqueo de cuenta después de recibir una transferencia, sugiriendo un problema de gestión de cuenta o posible activación de controles de seguridad preventivos, pero sin evidencia clara de fraude activo contra el usuario."
CASE-050,MSG-174,AGENT-01,OUTBOUND,Estamos verificando el origen de esos fondos por seguridad.,México,No especificado,2026-05-06T04:30:12.517565+00:00,,,,,,,,
CASE-050,MSG-175,USR-404,INBOUND,Es solo un préstamo personal. ¿Qué documentos necesitan?,México,No especificado,2026-05-06T04:30:12.525187+00:00,CUENTA_PERFIL,BLOQUEO_CUENTA,NEUTRAL,ALTA,0.92,False,,"El usuario reporta el bloqueo de su cuenta tras recibir una transferencia de un amigo, y el agente indica verificación de origen de fondos por seguridad; el usuario coopera proporcionando contexto (préstamo personal) y solicita documentos requeridos, indicando un proceso legítimo de KYC/cumplimiento normativo sin evidencia de fraude activo."
CASE-051,MSG-176,USR-102,INBOUND,Mi transferencia a España dice 'Completada' pero el beneficiario no tiene nada.,Chile,No especificado,2026-05-06T04:30:14.868327+00:00,TRANSFERENCIAS_ENVIOS,DINERO_NO_RECIBIDO,NEGATIVO,ALTA,0.95,False,,"El usuario reporta una transferencia internacional marcada como completada en el sistema pero que el beneficiario no ha recibido los fondos, indicando un problema operacional en la transferencia internacional."
CASE-051,MSG-177,AGENT-04,OUTBOUND,"Hola, el banco destino puede demorar hasta 48h hábiles en procesar.",Chile,No especificado,2026-05-06T04:30:16.999151+00:00,,,,,,,,
CASE-051,MSG-178,USR-102,INBOUND,Ya pasaron 72h. Es para el pago de un arriendo urgente.,Chile,No especificado,2026-05-06T04:30:17.002536+00:00,TRANSFERENCIAS_ENVIOS,DINERO_NO_RECIBIDO,NEGATIVO,ALTA,0.95,False,,"El usuario reporta una transferencia internacional marcada como completada que no ha llegado al beneficiario tras 72 horas, generando impacto urgente (pago de arriendo) sin indicios de fraude."
CASE-051,MSG-179,USR-102,INBOUND,Mandé el comprobante al banco y dicen que el código Swift es erróneo.,Chile,No especificado,2026-05-06T04:30:22.426561+00:00,TRANSFERENCIAS_ENVIOS,ERROR_DATOS_DESTINO,NEGATIVO,ALTA,0.92,False,,"El usuario reporta una transferencia completada pero no recibida por el beneficiario, y el banco destino identificó un código Swift erróneo, indicando un error en los datos de destino que requiere escalación inmediata debido al contexto de urgencia (pago de arriendo)."
CASE-052,MSG-180,USR-601,INBOUND,Quiero denunciar que me cobraron una comisión de 'Inactividad'.,Perú,No especificado,2026-05-06T04:30:24.792003+00:00,COBROS_COMISIONES,COMISION_INESPERADA,NEGATIVO,MEDIA,0.85,False,,"El usuario reclama un cobro de comisión por inactividad que considera injustificado, lo que corresponde a COBROS_COMISIONES con subcategoría COMISION_INESPERADA."
CASE-052,MSG-181,AGENT-02,OUTBOUND,"Hola, se aplica si no hay movimientos en 6 meses. Está en los términos.",Perú,No especificado,2026-05-06T04:30:30.168639+00:00,,,,,,,,
CASE-052,MSG-182,USR-601,INBOUND,"Nadie lee los términos de 50 páginas. Devuélvanmelo, es mi dinero.",Perú,No especificado,2026-05-06T04:30:30.174404+00:00,COBROS_COMISIONES,COMISION_INESPERADA,NEGATIVO,MEDIA,0.92,False,,"El usuario reclama un cobro de comisión por inactividad que desconocía, típico de COBROS_COMISIONES/COMISION_INESPERADA; no hay evidencia de fraude activo, solo inconformidad sobre políticas de cobro."
CASE-053,MSG-183,USR-882,INBOUND,La tarjeta de madera se me astilló en el cajero automático.,Colombia,No especificado,2026-05-06T04:30:32.486524+00:00,TARJETA,TARJETA_DANADA,NEGATIVO,MEDIA,0.95,False,,"El usuario reporta daño físico a su tarjeta (astillamiento) durante su uso en un cajero automático, lo que corresponde claramente a la subcategoría TARJETA_DANADA."
CASE-053,MSG-184,AGENT-01,OUTBOUND,Lamentamos mucho. ¿El cajero se quedó con la tarjeta o la tienes?,Colombia,No especificado,2026-05-06T04:30:38.112168+00:00,,,,,,,,
CASE-053,MSG-185,USR-882,INBOUND,"La tengo, pero el chip se soltó. Es un peligro que se rompa así.",Colombia,No especificado,2026-05-06T04:30:38.115982+00:00,TARJETA,TARJETA_DANADA,NEGATIVO,ALTA,0.95,False,,"El usuario reporta daño físico a su tarjeta (astillamiento y desprendimiento del chip) causado por un cajero automático, requiriendo reposición inmediata de la tarjeta."
CASE-053,MSG-186,USR-882,INBOUND,"Exijo una reposición gratuita, el material no es tan resistente como dicen.",Colombia,No especificado,2026-05-06T04:30:40.680242+00:00,TARJETA,TARJETA_DANADA,NEGATIVO,MEDIA,0.95,False,,"El usuario reporta daño físico en la tarjeta (astillamiento y desprendimiento del chip) ocurrido en un cajero automático, con reclamo de reposición gratuita por calidad del material."
CASE-054,MSG-187,USR-312,INBOUND,"Quiero pasar mis ahorros de CLP a USD, ¿la tasa se mantiene si espero?",Chile,No especificado,2026-05-06T04:30:42.822846+00:00,PRODUCTO_INFO,TIPO_CAMBIO,NEUTRAL,BAJA,0.85,False,,"El usuario consulta sobre cómo funcionan las tasas de cambio al convertir CLP a USD, una pregunta informativa sobre el funcionamiento de los servicios de la plataforma."
CASE-054,MSG-188,AGENT-03,OUTBOUND,"No, la tasa fluctúa cada segundo según el mercado internacional.",Chile,No especificado,2026-05-06T04:30:47.797219+00:00,,,,,,,,
CASE-054,MSG-189,USR-312,INBOUND,Pero en la mañana estaba a 940 y ahora a 960. ¡Es mucha diferencia!,Chile,No especificado,2026-05-06T04:30:47.802409+00:00,COBROS_COMISIONES,TIPO_CAMBIO,NEGATIVO,MEDIA,0.85,False,,"El usuario consulta sobre fluctuaciones en la tasa de cambio CLP/USD entre la mañana y la tarde, expresando preocupación por la diferencia de 20 puntos, sin evidencia de fraude sino de inquietud por volatilidad de mercado."
CASE-055,MSG-190,USR-904,INBOUND,Me hackearon el WhatsApp y le pidieron plata a mis contactos usando mi cuenta.,México,No especificado,2026-05-06T04:30:50.297927+00:00,SEGURIDAD_FRAUDE,ROBO_DISPOSITIVO,NEGATIVO,CRITICA,0.95,True,"¡Atención! Hemos registrado tu reporte de seguridad. Por tu protección, tu cuenta ha sido bloqueada temporalmente mientras investigamos este incidente.  **ACCIONES INMEDIATAS:** 1. **No compartas códigos OTP** (contraseñas de un solo uso) con nadie 2. **Cambia tu contraseña de Global66** desde un dispositivo seguro 3. **Activa la autenticación de dos factores** en tu cuenta 4. **Contacta a WhatsApp** para recuperar tu cuenta hackeada 5. **Monitorea tus transacciones** en Global66 por actividad sospechosa  Nuestro equipo de seguridad te contactará en las próximas 2 horas para verificar tu identidad y desbloquear tu cuenta cuando sea seguro.  **Mientras tanto:** Si realizaste transferencias no autorizadas, avísanos inmediatamente con los detalles (monto, destinatario, hora) para iniciar una investigación de fraude.","El usuario reporta que su cuenta de WhatsApp fue hackeada y utilizada para solicitar dinero a sus contactos, indicando un incidente activo de seguridad que afecta potencialmente su cuenta en Global66 y sus datos personales."
CASE-055,MSG-191,AGENT-01,OUTBOUND,¿Alguien alcanzó a depositar en tu cuenta de Global66?,México,No especificado,2026-05-06T04:30:58.704352+00:00,,,,,,,,
CASE-055,MSG-192,USR-904,INBOUND,"Sí, un primo depositó 5000 pesos. Necesito que se los devuelvan a él.",México,No especificado,2026-05-06T04:30:58.710362+00:00,SEGURIDAD_FRAUDE,ACCESO_NO_AUTORIZADO,NEGATIVO,CRITICA,0.95,True,,"El usuario reporta que su WhatsApp fue hackeado y su cuenta fue utilizada para solicitar dinero a contactos mediante una estafa (phishing/ingeniería social), resultando en un depósito no autorizado de 5000 pesos en su cuenta de Global66."
CASE-055,MSG-193,USR-904,INBOUND,Tengo la denuncia policial lista. Por favor ayúdenme a recuperar su plata.,México,No especificado,2026-05-06T04:31:03.629005+00:00,SEGURIDAD_FRAUDE,PHISHING_ESTAFA,NEGATIVO,CRITICA,0.95,True,,"El usuario reporta que su WhatsApp fue comprometido y utilizaron su cuenta para estafar a contactos (phishing), resultando en un depósito fraudulento de 5000 pesos en su cuenta de Global66."
CASE-056,MSG-194,USR-129,INBOUND,A interface em português é muito lenta no meu Android.,Brasil,No especificado,2026-05-06T04:31:08.634276+00:00,APP_PLATAFORMA,RENDIMIENTO_LENTO,NEGATIVO,MEDIA,0.95,False,,"El usuario reporta un problema de rendimiento lento en la interfaz en portugués de la app móvil en Android, lo que corresponde a una falla técnica de desempeño en la plataforma."
CASE-056,MSG-195,AGENT-05,OUTBOUND,"Olá, você pode tentar limpar o cache e desativar o modo economia de bateria?",Brasil,No especificado,2026-05-06T04:31:10.678894+00:00,,,,,,,,
CASE-056,MSG-196,USR-129,INBOUND,Já fiz isso. Demora 1 minuto só para carregar o saldo.,Brasil,No especificado,2026-05-06T04:31:10.681147+00:00,APP_PLATAFORMA,RENDIMIENTO_LENTO,NEGATIVO,MEDIA,0.95,False,,"El usuario reporta rendimiento lento en la aplicación móvil de Global66 en Android, específicamente demora en la carga del saldo, lo que corresponde claramente a un problema técnico de rendimiento."
CASE-057,MSG-197,USR-443,INBOUND,"Hola, ¿puedo usar Global66 para recibir mi pensión de jubilación de Italia?",Chile,No especificado,2026-05-06T04:31:12.629259+00:00,PRODUCTO_INFO,INFO_SERVICIOS,NEUTRAL,BAJA,0.85,False,,"El usuario realiza una consulta informativa sobre si Global66 puede recibir fondos de una pensión internacional, sin indicios de fraude ni urgencia."
CASE-057,MSG-198,AGENT-02,OUTBOUND,"Sí, siempre que te depositen vía transferencia SEPA en euros.",Chile,No especificado,2026-05-06T04:31:14.531093+00:00,,,,,,,,
CASE-057,MSG-199,USR-443,INBOUND,¡Excelente! ¿Y qué datos les doy a los de la seguridad social italiana?,Chile,No especificado,2026-05-06T04:31:14.533246+00:00,PRODUCTO_INFO,INFO_SERVICIOS,POSITIVO,BAJA,0.95,False,,"El usuario consulta sobre cómo recibir transferencias internacionales de su pensión de jubilación italiana, una consulta informativa sobre funcionalidades y servicios de Global66 sin indicios de fraude o seguridad."
CASE-057,MSG-200,USR-443,INBOUND,Necesito el IBAN y el nombre del banco corresponsal de ustedes.,Chile,No especificado,2026-05-06T04:31:16.557951+00:00,PRODUCTO_INFO,INFO_SERVICIOS,POSITIVO,MEDIA,0.92,False,,"El usuario consulta sobre funcionalidades de Global66 para recibir transferencias internacionales (pensión de jubilación desde Italia), solicitando información técnica sobre IBAN y banco corresponsal."
CASE-058,MSG-201,USR-508,INBOUND,URGENTE: Mi tarjeta no pasa en el hotel en París y son las 11 PM.,Francia,No especificado,2026-05-06T04:31:18.483631+00:00,TARJETA,RECHAZO_TARJETA,NEGATIVO,CRITICA,0.95,False,,"El usuario reporta rechazo de tarjeta en comercio (hotel en París) en horario nocturno, situación crítica de acceso a servicio esencial en viaje."
CASE-058,MSG-202,AGENT-03,OUTBOUND,Revisa si tienes activado el permiso para transacciones en Europa.,Francia,No especificado,2026-05-06T04:31:24.731008+00:00,,,,,,,,
CASE-058,MSG-203,USR-508,INBOUND,Lo tengo activado. Tengo 2000 euros en la billetera y sale rechazada.,Francia,No especificado,2026-05-06T04:31:24.734991+00:00,TARJETA,RECHAZO_TARJETA,NEGATIVO,CRITICA,0.85,False,,"El usuario experimenta rechazos de tarjeta en comercio a pesar de tener fondos disponibles y permisos activados, en situación crítica (hotel de noche en el extranjero)."
CASE-059,MSG-204,USR-709,INBOUND,Me cobraron una comisión por retiro en cajero y decían que era gratis.,Perú,No especificado,2026-05-06T04:31:26.851251+00:00,COBROS_COMISIONES,COMISION_INESPERADA,NEGATIVO,MEDIA,0.95,False,,"El usuario reporta un cobro de comisión por retiro en cajero que esperaba fuera gratuito, indicando una comisión inesperada o no informada previamente."
CASE-059,MSG-205,AGENT-01,OUTBOUND,"El primer retiro del mes es gratis, a partir del segundo cobramos.",Perú,No especificado,2026-05-06T04:31:35.669833+00:00,,,,,,,,
CASE-059,MSG-206,USR-709,INBOUND,Este es mi primer retiro. Me sacaron 3 dólares de la cuenta.,Perú,No especificado,2026-05-06T04:31:35.676907+00:00,COBROS_COMISIONES,COMISION_INESPERADA,NEGATIVO,MEDIA,0.95,False,,"El usuario reclama un cobro de comisión en su primer retiro del mes, el cual según la política debería ser gratuito; se trata de un cargo inesperado y no autorizado que requiere revisión y posible reembolso."
CASE-059,MSG-207,USR-709,INBOUND,Fue en un cajero GlobalNet. Exijo el reembolso de la comisión.,Perú,No especificado,2026-05-06T04:31:37.927940+00:00,REEMBOLSO_DEVOLUCION,REEMBOLSO_COMISION,NEGATIVO,MEDIA,0.95,False,,"El usuario reporta un cobro de comisión indebido en su primer retiro del mes, el cual según la política debería ser gratuito, y solicita un reembolso."
CASE-060,MSG-208,USR-117,INBOUND,Solicito un certificado de residencia fiscal para mi trámite en la app.,Chile,No especificado,2026-05-06T04:31:39.949730+00:00,PRODUCTO_INFO,COMPROBANTES_CERTIFICADOS,NEUTRAL,MEDIA,0.85,False,,"El usuario solicita un comprobante de residencia fiscal, que corresponde a una consulta informativa sobre documentación y certificados que ofrece Global66."
CASE-060,MSG-209,AGENT-04,OUTBOUND,"Global66 no emite certificados de residencia, solo estados de cuenta.",Chile,No especificado,2026-05-06T04:31:41.912054+00:00,,,,,,,,
CASE-060,MSG-210,USR-117,INBOUND,¿Entonces cómo demuestro al SII que opero con ustedes fuera de Chile?,Chile,No especificado,2026-05-06T04:31:41.915841+00:00,PRODUCTO_INFO,COMPROBANTES_CERTIFICADOS,NEUTRAL,MEDIA,0.85,False,,"El usuario consulta sobre documentación y comprobantes que puede obtener de Global66 para presentar ante autoridades fiscales chilenas (SII), correspondiendo a consulta informativa sobre productos y servicios disponibles."
CASE-061,MSG-211,USR-230,INBOUND,Intenté comprar cripto y me sale que mi cuenta no está habilitada.,Argentina,No especificado,2026-05-06T04:31:46.193901+00:00,PRODUCTO_INFO,FUNCIONALIDAD_NUEVA,NEUTRAL,MEDIA,0.72,False,,"El usuario reporta que no puede acceder a la funcionalidad de compra de criptomonedas en su cuenta, lo que sugiere una consulta sobre disponibilidad de funcionalidades o un posible bloqueo temporal de features."
CASE-061,MSG-212,AGENT-01,OUTBOUND,"Por regulaciones vigentes en Argentina, el servicio de cripto está pausado.",Argentina,No especificado,2026-05-06T04:31:48.875658+00:00,,,,,,,,
CASE-061,MSG-213,USR-230,INBOUND,"Qué mal, avisen antes de dejarme cargar saldo. Quiero mi plata de vuelta.",Argentina,No especificado,2026-05-06T04:31:48.882685+00:00,REEMBOLSO_DEVOLUCION,REEMBOLSO_PENDIENTE,NEGATIVO,MEDIA,0.85,False,,El usuario solicita reembolso de fondos cargados para una operación de cripto que no pudo realizar debido a restricciones regulatorias en Argentina; expresa insatisfacción por falta de avisos previos.
